"date","cases","Avg7Day_Cases","Last7Days_100k","tests","Avg7Day_Tests","posTest","negTest","percentPos","Avg7Day_Pos","admissions","Avg7Day_Adm","currentHosp","Avg7Day_Hosp","ICU","Avg7Day_ICU","vent","Avg7Day_Vent","dailyDeaths","Avg7Day_Deaths","firstOfTwoPriorDay","johnsonPriorDay","secondPriorDay","totalDoses_PriorDay","Avg7Day_totalDoses","cumulativeFirstOnly","cumulativeSecond","cumulativeJohnson"
2021-03-02,426,358,236,21332,16980,481,20851,2,2.2,23,19,161,171,25,28,18,19,0,3,6188,0,1275,7463,8704,122237,81556,0
2021-03-03,420,357,236,24488,17105,474,24014,1.7,2.2,16,17,152,167,25,27,17,19,3,3,7588,0,3139,10727,9031,126686,84695,0
2021-03-04,383,347,229,21167,17056,432,20735,1.8,2.1,21,17,142,162,24,26,17,18,3,3,6641,0,2742,9383,8706,130585,87437,0
2021-03-05,354,345,228,19074,17064,423,18651,1.9,2.1,19,16,141,158,24,26,16,18,3,3,6258,0,2773,9031,8420,134070,90210,0
2021-03-06,244,331,219,13713,16837,299,13414,1.8,2.1,17,17,141,153,22,25,18,17,1,3,7061,387,2333,9781,8071,138798,92543,387
2021-03-07,203,336,222,5324,16686,246,5078,3.8,2.2,13,18,148,149,21,24,17,17,4,3,2270,378,368,3016,7954,140700,92911,765
2021-03-08,302,333,220,12414,16787,361,12053,2.4,2.2,23,19,148,148,21,23,17,17,1,2,3950,498,1614,6062,7923,143036,94525,1263
2021-03-09,375,326,215,19792,16567,419,19373,1.9,2.2,23,19,146,145,25,23,18,17,1,2,4235,780,2457,7472,7925,144814,96982,2043
2021-03-10,469,333,220,25857,16763,539,25318,1.8,2.2,17,19,138,143,24,23,19,17,4,2,4976,539,2085,7600,7478,147705,99067,2582
2021-03-11,315,323,214,17212,16198,369,16843,1.8,2.2,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4054,549,2150,6753,7102,149609,101217,3131
